id_user,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24
4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,0,2,2,-3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2,1,1
6543,-3,2,-2,-1,1,3,-1,-1,1,2,2,3,3,1,2,3,2,3,3,-1,1,2,1,1
6514,-2,1,-1,-3,3,2,-1,2,1,2,1,3,2,0,1,1,3,2,2,-1,1,1,1,-1
6562,-2,3,3,3,3,3,-3,3,3,2,3,3,3,3,3,3,2,1,3,-2,3,3,3,3
4483,-1,2,-2,-3,3,3,-2,3,3,3,3,2,3,3,3,2,3,3,3,-3,3,3,3,3
6561,-2,1,-2,-2,3,1,3,2,2,1,3,1,2,2,2,2,2,1,2,-2,2,2,2,2
6516,-2,1,-1,-1,2,2,1,3,1,3,3,2,3,2,2,3,-1,-2,1,-2,2,2,1,2
6397,-2,1,-3,1,-1,1,1,-2,2,0,0,2,2,1,1,2,-1,2,2,2,1,0,1,1
6348,-1,-1,-1,1,2,2,2,1,2,3,1,3,3,2,3,2,3,2,3,2,2,1,1,2
6513,-1,1,-1,-1,2,2,2,1,3,1,2,3,2,1,2,2,2,2,3,-1,2,0,1,1
6478,0,-1,-2,1,2,3,-1,2,2,1,2,2,2,1,2,2,2,3,3,1,2,0,2,2
6350,-3,-1,-2,2,3,2,1,-1,3,-1,3,3,1,1,3,3,2,3,3,-1,2,3,2,3
6560,-3,1,-2,-3,2,2,3,2,0,3,2,2,2,0,2,3,2,2,3,2,2,2,3,0
6515,-3,1,-3,1,3,3,2,1,1,2,1,1,3,1,2,2,2,2,3,-1,2,2,2,1
6521,-2,3,-1,-2,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,-1,2,2,1,2
6558,-3,1,-1,1,1,1,0,2,2,2,1,3,3,1,1,1,1,0,3,3,0,0,-1,-1
6508,1,2,1,1,3,2,2,3,2,3,2,3,3,2,2,3,1,0,3,3,2,1,1,0
6485,-1,1,-1,3,3,3,3,3,3,3,3,1,-1,3,3,3,3,3,3,-1,3,3,1,3
5251,0,1,0,0,2,2,1,1,2,2,3,2,0,0,0,0,3,3,1,0,1,0,0,0
6339,-3,2,-1,-2,3,3,1,3,1,2,2,2,1,1,1,2,1,1,3,1,2,1,1,2
6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6419,-1,0,-3,-2,3,0,-1,2,2,1,3,0,2,0,1,2,2,3,3,0,0,2,0,-3
6125,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,1
6510,1,2,-2,-1,2,2,-1,2,2,1,1,2,1,-1,2,1,-2,1,2,1,-2,-1,1,-2
6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6393,-3,0,-2,-2,2,2,-2,0,0,0,3,0,3,1,2,2,0,1,2,-2,1,3,0,0
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6336,-3,1,1,1,2,1,2,-1,2,1,2,2,2,2,2,2,-1,1,1,-1,1,1,1,-2
6505,-3,0,-3,-3,2,0,-1,-2,2,-1,3,3,2,-2,-3,2,3,3,3,1,2,3,2,2
6505,-3,0,-3,-3,2,0,-1,-2,2,-1,3,3,2,-2,-3,2,3,3,3,1,2,3,2,2
6529,-3,3,-3,0,1,3,-3,1,3,3,3,3,1,0,1,0,-3,1,2,-3,0,1,0,0
6395,-1,1,-2,-1,1,2,1,-1,-2,1,1,1,2,-1,2,2,1,1,2,-1,2,2,2,1
6389,-2,2,-3,-1,2,1,2,3,3,3,2,3,3,0,2,3,0,0,3,-2,2,-1,0,0
6415,2,3,1,0,1,1,3,1,3,2,-1,3,1,0,3,3,0,3,3,1,0,1,0,0
6512,-3,1,-2,-1,3,2,1,0,3,2,2,2,1,-1,1,3,1,2,2,3,1,1,2,-1
6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6473,1,2,1,1,1,1,2,2,1,-1,-1,3,1,2,2,-2,2,3,2,2,-1,-2,3,-2
6517,-1,-1,-2,-2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,-2,2,2,1,1
6546,-1,2,-3,-2,2,1,0,2,3,1,2,1,2,1,1,0,0,0,1,0,2,1,1,0
6354,-1,1,-3,-1,2,2,2,-1,1,1,2,3,3,2,3,3,2,2,3,3,3,3,1,3
3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6412,3,3,-2,-1,2,2,2,0,1,2,1,1,2,2,2,2,2,3,3,1,1,1,2,0
6507,0,3,-3,1,3,3,3,3,3,3,3,3,0,-1,-1,0,3,3,3,1,-1,0,2,-1
6482,-1,1,-1,-1,2,2,1,2,0,-1,1,2,2,2,0,1,0,1,1,-2,2,1,0,-1
6547,-3,-2,-3,-3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,-3,3,3,3,3
5382,-3,3,-1,-1,2,3,1,2,3,1,1,2,3,3,2,3,1,1,2,-1,1,1,1,1
6545,0,1,0,-2,1,1,-1,2,1,2,2,2,2,1,3,0,1,1,2,0,2,1,2,-1
6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
6305,0,2,-2,0,3,2,1,3,3,2,2,3,0,2,0,-1,3,3,3,3,2,0,-1,-1
6542,-3,1,1,-1,3,3,3,2,2,0,3,3,3,1,0,2,3,2,3,-2,1,3,3,0
6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,2,3,-1,-2,1,3,0,3,3,-1,1,3,2,-2,1,2,3,3,3,0,1,1,1,0
6486,-3,1,-3,-2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,0,3,2,2,1
6506,-1,2,-2,-1,1,1,0,1,1,1,2,0,3,1,0,3,0,3,3,-1,2,2,1,2
6541,-3,2,0,-3,2,2,-2,0,2,1,2,2,1,-2,1,3,3,3,3,1,-2,0,1,-1
6390,-3,0,-1,-3,3,3,3,2,3,0,3,3,2,1,-1,2,0,-1,3,-2,2,3,2,3
6327,-2,0,-3,-3,0,0,1,0,1,1,0,1,0,0,1,0,0,2,2,1,0,1,1,1
6324,-1,-1,-1,-2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2
6479,0,2,0,2,2,1,1,1,2,1,2,1,1,0,1,3,2,2,3,2,-2,-3,-2,-3
6337,-2,3,-2,-1,3,3,2,2,2,3,3,2,3,1,3,2,2,3,3,-2,2,2,2,1
6488,1,2,3,1,1,1,1,-2,-1,1,1,3,2,3,1,1,3,3,2,2,1,2,-2,0
1308,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,2,0
6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6523,-3,-2,-3,-2,2,3,2,2,2,1,1,2,2,1,2,3,2,0,2,-2,0,2,0,1
6313,-2,1,-3,-1,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,-1,1,1,1,2
6334,-2,2,-2,-2,3,3,2,1,2,0,2,2,2,1,2,2,1,2,2,0,2,2,2,2
6349,2,3,-1,1,2,1,2,1,3,2,3,3,1,2,2,2,2,3,2,3,2,2,3,2
6382,0,3,0,-3,3,3,0,3,3,3,0,0,3,2,1,3,0,1,3,-1,1,0,3,0
6441,-2,0,-1,1,2,2,2,3,3,-1,1,2,1,-1,1,2,2,2,3,2,2,2,2,2
6533,0,0,0,0,2,2,0,-1,1,1,2,2,2,2,1,1,1,0,1,0,2,2,0,-1
5604,-3,3,-3,-3,3,3,3,1,3,3,3,3,3,2,3,2,3,3,3,-3,2,2,3,-3
6298,0,0,-2,0,0,0,0,0,2,1,0,3,2,1,1,2,2,0,0,0,0,1,1,1
6408,-3,1,0,-3,3,3,3,3,1,1,3,3,3,3,3,1,3,3,3,-1,3,3,2,2
6413,-2,2,-2,-2,3,2,2,3,1,3,2,3,3,2,3,3,3,2,3,-2,2,2,2,1
6110,-2,2,-2,-2,3,2,2,2,3,2,3,-2,3,2,2,2,3,3,3,-3,2,3,3,0
6406,1,2,-3,1,0,3,3,1,1,3,2,1,1,1,1,0,3,1,3,-1,2,-1,-1,-3
6416,0,1,-2,0,2,3,2,2,2,2,3,3,2,0,1,2,3,2,2,-3,1,1,1,1
6385,-3,1,-3,-3,2,-1,-2,1,0,1,2,-1,1,2,1,2,1,1,2,-1,1,1,-1,-1
6404,-3,2,-1,-1,1,3,-1,1,2,2,2,2,1,2,-1,2,-2,2,2,-1,-1,-1,2,1
6410,-3,3,-3,-1,2,2,3,0,3,3,1,0,3,-1,-1,3,-1,3,3,-1,-1,-1,1,-3
5148,-2,2,-2,-1,2,2,0,1,2,2,1,2,1,2,2,1,-1,2,2,1,0,1,1,1
6407,-3,2,-3,-3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,-2,3,3,3,3
6411,-1,3,-1,-1,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,-2,3,3,3,1
6422,-3,3,-1,-1,3,3,2,1,3,3,2,2,1,1,2,2,-1,0,2,-1,-1,-1,0,-1
4338,0,3,1,-1,1,3,3,2,2,3,3,3,3,0,3,3,3,3,3,-3,3,3,3,3
6423,3,0,0,0,3,1,2,3,3,3,3,3,3,3,3,0,0,0,1,3,0,0,0,0
6346,-1,-2,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,2,-1,-1
6477,3,2,-2,-2,3,3,2,1,2,-1,2,2,3,3,3,1,1,3,3,-1,3,3,3,3
6388,0,0,3,0,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6340,-3,3,0,-1,3,3,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5837,-3,3,-3,0,3,1,3,3,3,-2,3,2,3,3,3,3,3,3,3,3,3,1,-1,3
6531,-1,1,-2,-2,3,3,3,3,3,2,3,2,1,1,2,3,2,1,3,-2,3,3,1,2
6286,3,3,0,0,0,0,0,3,0,0,0,3,-1,3,2,3,3,3,3,3,0,3,3,3
6530,0,1,0,0,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,0,0,1,0
6530,0,1,-1,0,1,1,1,1,1,2,1,2,1,0,1,1,2,2,1,1,0,0,1,0
6301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6392,-1,2,-2,1,3,3,2,2,3,2,3,2,3,2,3,2,2,2,2,-2,2,1,2,1
6383,-3,-1,-1,-1,1,1,-1,1,1,1,0,1,1,0,1,0,0,1,1,-1,0,0,0,-1
5285,-3,1,-2,-2,3,2,1,3,3,-2,2,2,2,2,2,1,2,3,2,-2,1,-2,-1,-1
6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5839,0,1,0,-2,0,3,0,1,1,1,0,0,2,0,3,0,0,0,1,0,0,1,0,1
6401,-2,2,1,1,2,1,1,3,2,1,2,3,3,2,3,2,3,3,3,-1,3,2,2,2
6342,-3,3,-3,-2,2,2,-2,-1,2,1,2,2,1,-2,2,1,2,3,2,0,-2,-3,0,-3
6387,3,3,3,3,3,3,3,3,3,1,2,2,2,1,1,0,3,3,3,3,3,2,3,1
6323,-1,0,0,-2,3,2,3,1,0,2,2,3,0,-1,0,0,3,3,1,2,0,-2,0,0
2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6046,-1,3,-1,-2,3,3,-1,3,2,1,3,3,2,0,2,2,1,3,3,0,2,2,0,1
6394,0,0,-1,-1,2,2,2,3,3,1,1,3,2,2,2,2,2,2,3,1,1,2,2,0
6287,1,2,2,1,2,0,-2,2,1,1,-1,3,3,1,1,1,3,1,2,-1,0,-1,1,-1
6528,-2,3,-3,-2,2,2,1,2,1,0,2,1,1,2,3,1,2,3,3,1,1,1,2,1
6314,-3,3,-3,-3,2,3,1,1,1,2,0,3,2,2,3,1,2,2,3,0,-1,1,0,1
6503,-3,0,2,-1,3,3,-1,2,3,3,1,3,1,1,3,2,1,3,3,2,-1,2,1,0
5871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6292,-3,1,3,3,3,-1,-1,3,3,3,3,3,3,2,3,3,1,3,-1,-3,3,-3,1,-3
6399,-3,3,-3,-3,3,2,1,1,3,3,3,3,3,-2,-2,1,1,2,2,-1,2,1,2,-1
6455,-2,-1,-2,-1,2,2,1,1,2,1,2,1,1,2,2,2,1,-1,1,-1,2,2,2,3
6300,0,2,1,-1,2,1,1,1,1,2,1,1,1,1,1,0,2,1,1,3,1,1,1,0
6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6151,-2,2,-1,-3,3,3,3,3,2,2,2,3,3,2,2,2,1,1,1,-2,3,3,2,3
6420,-3,1,-3,-3,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,-2,1,1,2,1
6502,-3,3,-2,0,1,3,1,1,3,3,2,2,2,2,3,2,3,2,3,2,2,0,2,-1
6343,-2,1,-2,-1,-1,0,-2,2,2,1,-2,2,1,1,1,2,1,2,2,1,0,1,-1,-2
6319,-3,0,-2,-2,3,3,2,2,2,1,3,2,3,1,3,3,3,2,3,-1,3,3,3,2
5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6414,-2,2,2,1,1,-1,-1,1,3,3,2,3,3,1,2,2,0,2,1,-1,1,1,2,3
6344,-3,3,-3,-2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,1
2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,-3,3,-2,-2,2,3,2,3,3,2,3,3,2,2,2,2,0,1,3,-2,0,0,0,0
6472,2,3,2,1,3,2,2,2,3,3,2,3,2,1,-2,2,3,3,3,3,-2,-2,-2,-2
6351,-3,1,-2,-1,2,2,0,1,1,1,2,2,3,2,1,1,2,2,2,-1,-1,1,-1,1
6474,0,3,-3,-3,1,3,3,2,2,-1,3,3,2,0,-1,2,2,2,3,-3,2,-2,0,-2
6303,-3,2,-3,-1,1,-3,-3,1,2,1,-1,1,2,2,3,2,-3,3,1,1,3,2,3,3
6347,2,3,-1,2,2,2,-1,2,2,3,2,3,2,1,2,1,3,2,3,3,2,2,2,2
6520,-1,1,2,1,1,1,0,0,1,1,1,3,2,1,1,0,2,2,3,1,1,1,1,-1
4605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4517,-2,3,-3,-1,3,3,2,3,2,2,3,3,3,2,3,3,3,2,3,-3,0,2,1,-1
6310,1,3,0,0,1,3,2,3,2,3,1,2,1,-2,0,1,1,2,3,0,1,0,0,0
6306,1,0,-1,-1,0,1,0,0,2,3,0,2,0,-1,-1,-1,3,3,-1,3,-1,-1,0,-2
6294,0,0,0,0,0,2,0,0,3,0,3,0,0,0,2,2,2,2,0,0,2,1,2,1
6331,-2,2,-1,-1,2,1,2,1,2,0,1,1,3,0,0,1,0,2,1,0,0,0,0,0
6309,-2,1,-3,-1,1,2,0,1,2,1,1,2,1,0,1,0,1,1,2,1,1,1,1,0
6352,-1,1,-3,-3,1,3,-1,1,3,3,2,1,3,1,3,1,0,1,3,1,1,2,2,3
6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6285,2,2,2,1,3,2,2,3,2,3,3,1,3,2,2,2,3,3,3,1,3,2,2,2
5812,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,2,3,2,0,1,0,0,-2
6421,3,2,-3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
6338,1,1,-1,-1,3,3,3,3,2,3,1,3,3,2,3,2,3,3,3,-1,1,0,2,0
6291,0,3,-1,-1,3,3,3,3,3,3,1,3,3,3,3,2,1,2,1,2,3,2,3,0
6308,-2,-1,-3,-3,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,-1,2,2,1,1
6328,0,3,0,0,3,3,2,2,2,2,3,3,3,3,3,3,-2,1,3,0,3,3,3,3
6322,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,-1,0,0,0
3966,-2,3,2,0,2,2,-1,1,2,2,2,2,1,1,1,3,-1,2,2,-1,-1,-1,-1,-1
6398,2,3,-3,-2,3,3,2,3,3,3,3,3,3,2,2,2,3,1,3,-3,1,2,-1,-1
6290,0,1,0,0,1,2,1,1,2,2,1,1,2,0,2,1,0,3,2,0,0,1,0,-1
4416,-3,-2,-3,-3,3,3,-1,1,2,-1,2,3,3,1,3,3,1,0,3,-1,1,3,3,2
6288,0,1,0,0,1,1,1,2,2,2,1,0,2,1,1,1,0,1,0,0,0,1,0,1
3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6526,-3,2,-3,3,3,3,1,3,-1,3,2,3,3,2,3,3,3,3,2,-2,3,2,0,2
6525,0,3,0,0,3,3,0,3,3,3,3,3,2,2,0,1,3,3,3,-1,-1,-1,0,-3
6341,-2,3,-3,-2,2,2,1,1,3,2,2,3,1,2,3,1,2,1,3,-1,1,2,3,1
6311,-3,-1,0,-1,3,3,3,2,0,3,2,0,2,-1,3,2,3,3,2,-2,1,3,3,0
3981,-3,3,-3,-2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-3,3,2,3,0
6312,-1,3,-2,-2,3,2,1,3,1,3,2,3,3,3,3,1,3,3,3,3,2,3,2,1
6368,-1,1,-2,-1,2,2,1,1,2,1,2,2,3,3,3,3,2,2,3,1,2,3,3,3
6353,-3,2,-2,2,3,3,2,3,3,2,3,3,3,2,3,3,3,2,2,1,3,3,3,3
6454,0,1,0,0,0,1,0,0,0,2,2,1,1,0,1,0,1,2,2,2,0,0,1,0
