id,titulo,qtd_exercicios,peso
791,Lista de Exercicio (apagar),2,0
793,Primeiro Trabalho - 01/08/2017 - Aquecimento,10,1
794,Segundo Trabalho - 03/08/2017 (aquecimento),10,1
795,Laboratório de Codificação 0 – Primeiros passos com o Python,14,0
796,Segundo Trabalho - 03/08/2017 (aquecimento),10,1
797,Terceiro Trabalho - 08/08/2017 (aquecimento),10,1
798,Laboratório de Codificação 0 – Primeiros passos com o Python,14,1
799,Introdução ao SQL,10,1
800,Laboratório de Codificação 0 – Primeiros passos com o Python,14,1
804,Laboratório de Codificação 0 – Primeiros passos com o Python,14,1
806,Apenas um teste,1,1
807,Trabalho de Teste,4,1
808,Quarto Trabalho - 10/08/2017 (repetição),4,1
809,Quinto Trabalho - 15/08/2017 (repetição/condicional),5,1
810,Sexto Trabalho - 17/08/2017 (repetição/condicional),4,1
811,Laboratorio 01 - Entrada Saida e Sequência,3,0
812,Laboratório de Codificação 01 – Variáveis e Estrutura Sequencial de Programação,12,1
813,Laboratório de Codificação 01 – Variáveis e Estrutura Sequencial de Programação,12,1
814,Treinamento Semanal 01 - Estrutura Condicional,7,0
815,Trabalho Prático 01: Variáveis e Estrutura Sequencial de Programação,3,1
816,Laboratório de Codificação 01 – Variáveis e Estrutura Sequencial de Programação,12,1
817,Trabalho Prático 01: Variáveis e Estrutura Sequencial de Programação,3,0
818,Laboratório de Codificação 01 – Variáveis e Estrutura Sequencial de Programação,12,1
819,Laboratório de Codificação 01 – Variáveis e Estrutura Sequencial de Programação,12,1
820,Sétimo Trabalho - 22/08/2017 (condicionais e repetição),4,1
821,Oitavo Trabalho - 24/08/2017 (condicionais e repetição),2,1
822,Nono Trabalho - 29/08/2017 (vetores e matrizes),4,1
823,Décimo Trabalho - 31/08/2017 (Conversão),2,1
824,Décimo Primeiro Trabalho - 12/09/2017 (Recursividade),5,1
825,Décimo Segundo Trabalho - 14/09/2017 (Recursividade),4,1
826,Lista de Exercícios I,2,1
827,Laboratório 02 - Estrutura Condicional,3,0
828,Treinamento Semanal 02 - Estruturas de Repetição,4,0
829,Exercícios de Laboratório 14/8,4,1
830,Trabalho Prático 01: Variáveis e Estrutura Sequencial de Programação,3,1
831,Exercícios de Desafio 1: Variáveis e Estrutura Sequencial de Programação,7,1
832,Exercícios de Desafio 1: Variáveis e Estrutura Sequencial de Programação,7,0
833,Trabalho Prático 01: Variáveis e Estrutura Sequencial de Programação,3,1
834,Exercícios de Desafio 1: Variáveis e Estrutura Sequencial de Programação,7,0
835,Trabalho Prático 01: Variáveis e Estrutura Sequencial de Programação,2,1
836,Trabalho Prático 01: Variáveis e Estrutura Sequencial de Programação,3,1
837,Treinamento Continuado - Questões com baixo número de acertos,18,0
838,Trabalho Prático 01: Variáveis e Estrutura Sequencial de Programação,2,1
839,Laboratório 03 - Estrutura de repetição, Condicional,2,0
841,Laboratório de Codificação 02 – Estrutura de Programação Condicional,9,1
842,Laboratório de Codificação 02 – Estrutura de Programação Condicional,9,1
843,Laboratório de Codificação 02 – Estrutura de Programação Condicional Composta,7,1
844,Laboratório de Codificação 02 – Estrutura de Programação Condicional Composta,7,1
845,Exercícios de Desafio 2: Estruturas Condicionais Simples e Compostas,6,0
846,Oficina2 - 2017/2,10,1
847,Laboratório de Codificação 02 – Estrutura de Programação Condicional Composta,7,1
848,Laboratório de Codificação 02 – Estrutura de Programação Condicional Composta,7,1
849,Exercícios de Desafio 2: Estruturas Condicionais Simples e Compostas,6,0
850,Laboratório 04 - Estrutura de repetição, Condicional...parte II,3,0
851,Exercícios de Desafio 2: Estruturas Condicionais Simples e Compostas,6,0
852,Exercícios de Laboratório 23/8,2,1
853,Exercícios de Desafio 2: Estruturas Condicionais Simples e Compostas,6,1
854,Exercícios de Desafio 1: Variáveis e Estrutura Sequencial de Programação,7,1
855,Primeira Prova Pratica IP - 2017-2,1,1
856,Primeira Prova Pratica IP - 2017-2,5,1
857,Treinamento Semanal 03 - Estrutura de repetição,2,0
858,Exercícios de Desafio 2: Estruturas Condicionais Simples e Compostas,6,1
859,Trabalho Prático 02 - Estrutura Condicional Simples e Composta (sem aninhamento),2,1
860,Décimo Terceiro Trabalho - 19/09/2017 (Recursividade),4,1
861,Trabalho Prático 02 - Estrutura Condicional Simples e Composta (sem aninhamento),3,1
862,Trabalho Prático 02 - Estrutura Condicional Simples e Composta (sem aninhamento),2,1
863,Trabalho Prático 02 - Estrutura Condicional Simples e Composta (sem aninhamento),3,1
864,Trabalho Prático 02 - Estrutura Condicional Simples e Composta (sem aninhamento),2,1
865,Trabalho Prático 02 - Estrutura Condicional Simples e Composta (sem aninhamento),3,1
866,Trabalho Prático 02 - Estrutura Condicional Simples e Composta (OK),3,1
868,Prova parcial 01 - Sequência, Condicional, Repetição,3,0
869,Laboratório de Codificação 03 – Estrutura de Programação Condicional Encadeada,9,1
870,Décimo Quarto Trabalho (ordenação) - 21/09/2017,2,1
871,okok,1,1
872,okok java,1,1
873,Introdução ao SQL,10,1
874,Laboratório de Codificação 03 – Estrutura de Programação Condicional Encadeada,9,1
875,Laboratório de Codificação 03 – Estrutura de Programação Condicional Encadeada,9,1
876,Treinamento Semanal 04 - VCH,3,0
877,Laboratório de Codificação 03 – Estrutura de Programação Condicional Encadeada,9,1
878,Laboratório de Codificação 03 – Estrutura de Programação Condicional Encadeada,9,1
879,Exercícios de SQL envolvendo Joins,5,1
880,Exercícios de Desafio 3: Estruturas Encadeadas,6,0
881,Exercícios de Desafio 3: Estruturas Encadeadas,6,0
882,Exercícios de Desafio 3: Estruturas Encadeadas,6,1
883,Trabalho Prático 3: Estruturas Condicionais Encadeadas,2,2
884,Trabalho Prático 3: Estruturas Condicionais Encadeadas,3,2
885,Treinamento Semanal 05 - Usando Busca e Ordenação,3,0
886,Trabalho Prático 3: Estruturas Condicionais Encadeadas,3,2
887,Trabalho Prático 3: Estruturas Condicionais Encadeadas,3,2
888,Trabalho Prático 3: Estruturas Condicionais Encadeadas,3,2
889,Laboratório de Codificação 02 – Estrutura de Programação Condicional Composta,7,1
890,Segunda Prova Prática - IP 2017-2,5,1
891,Exercícios de Laboratório 20/9,3,1
892,Laboratório de Codificação 04 – Estrutura de Programação de Repetição por Condição,12,1
893,Laboratório de Codificação 04 – Estrutura de Programação de Repetição por Condição,12,1
894,Exercícios de Desafio 4: Estrutura de Programação de Repetição por Condição,8,0
895,Exercícios de Desafio 4: Estrutura de Programação de Repetição por Condição,8,1
896,Exercícios de Desafio 4: Estrutura de Programação de Repetição por Condição,8,0
897,Laboratório de Codificação 04 – Estrutura de Programação de Repetição por Condição,12,1
899,Laboratório de Codificação 04 – Estrutura de Programação de Repetição por Condição,12,1
900,Exercícios de Desafio 4: Estrutura de Programação de Repetição por Condição,8,1
901,Laboratório de Codificação 04 – Estrutura de Programação de Repetição por Condição,12,1
902,Exercícios de Desafio 4: Estrutura de Programação de Repetição por Condição,8,0
903,Exercícios de Recursão,2,1
905,Exercícios de Desafio 4: Estrutura de Programação de Repetição por Condição,8,0
906,Exercícios sobre Subqueries,3,1
907,Décimo Quinto Trabalho (vetores) - 28/09/2017,2,1
908,Décimo Sexto Trabalho (Vetores e Matrizes) - 03/10/2017,3,1
909,Décimo Sexto Trabalho (Vetores e Matrizes) - 03/10/2017,3,1
910,Décimo Sétimo Trabalho - 05/10/2017 (Vetores e Matrizes),5,1
911,Décimo Oitavo Trabalho - 10/10/2017 (Busca Binária em Vetor),4,1
912,Primeira Lista de Exercícios,20,1
913,Lista de Haskell,10,1
914,Décimo Nono Trabalho - 17/10/2017 (Busca e Ordenação),1,1
915,Vigésimo Trabalho - 19/10/2017 (Backtracking),2,1
916,Vigésimo Trabalho - 19/10/2017 (Backtracking),1,1
917,Vigésimo Primeiro Trabalho - 24/10/2017 (Busca por padrões - Binary Puzzle),1,1
918,Vigésimo Segundo Trabalho - 26/10/2017 (Busca por padrões - Binary Puzzle),1,1
919,Vigésimo Terceiro Trabalho - 31/10/2017 (Backtracking),1,1
921,Trabalho Prático 4: Estrutura de Repetição por Condição (while),3,2
922,Trabalho Prático 4: Estrutura de Repetição por Condição (while),2,2
923,Trabalho Prático 4: Estrutura de Repetição por Condição (while),3,2
924,Trabalho Prático 4: Estrutura de Repetição por Condição (while),3,2
925,Trabalho Prático 4: Estrutura de Repetição por Condição (while),3,2
926,Laboratório de Codificação 05 – Vetores e Strings,11,1
927,Exercícios de Desafio 5: Vetores e Strings,5,0
928,Exercícios de Desafio 5: Vetores e Strings,5,0
929,Laboratório de Codificação 05 – Vetores e Strings,11,1
930,Transações,1,1
931,Laboratório de Codificação 05 – Vetores e Strings,11,1
932,Laboratório de Codificação 05 – Vetores e Strings,11,1
933,Exercícios de Desafio 5: Vetores e Strings,5,1
934,Laboratório de Codificação 05 – Vetores e Strings,11,1
935,Exercícios de Desafio 5: Vetores e Strings,5,0
936,Prova parcial 02 - Estruturas dinâmicas,3,1
937,Trabalho Prático 5: Vetores e Strings,3,3
938,Laboratório de Codificação 03 – Estrutura de Programação Condicional Encadeada,9,1
939,Revisão para a prova,7,1
940,Lista de Exercicios - Vetores e Matrizes,9,1
941,Trabalho Prático 5: Vetores e Strings,2,3
942,Trabalho Prático 5: Vetores e Strings,3,2
943,Exercícios sobre Storage Procedures,5,1
944,Trabalho Prático 5: Vetores e Strings,2,3
945,Prova parcial 02 - Estruturas dinâmicas - Segunda chamada,3,1
946,Laboratório 06 - TAD,2,0
947,Vigésimo Quarto Trabalho - 07/11/2017 (vetores e ponteiros),2,1
948,Vigésimo Quinto Trabalho - 09/11/2017 (Lista Encadeada),1,1
949,Vigésimo Sexto Trabalho - 14/11/2017 (Pilhas),1,1
950,Vigésimo Sétimo Trabalho - 16/11/2017 (Pilhas),1,1
951,Vigésimo Oitavo Trabalho - 21/11/2017 (Filas),1,1
952,Primeiro Trabalho de BONUS - 23/11/2017 (vetores e strings),5,1
954,Segundo Trabalho de BONUS - 28/11/2017 (vetores e strings),1,1
955,Terceiro Trabalho de BONUS - 30/11/2017 (backtracking),1,1
956,Laboratório 12 - TAD,1,0
957,Laboratório de Codificação 06 – Estrutura de Programação de Repetição por Contagem,10,1
958,Exercícios de Desafio 6: Repetição por Contagem,5,0
959,Laboratório de Codificação 06 – Estrutura de Programação de Repetição por Contagem,10,1
960,Exercícios de Desafio 6: Repetição por Contagem,5,0
961,Trabalho Prático 5: Vetores e Strings,2,1
962,Trabalho Prático 5: Vetores e Strings,3,3
963,Terceira Prova Prática de IP - 2017-2,5,1
964,Exercícios de Desafio 6: Repetição por Contagem,5,0
965,Exercícios de Desafio 6: Repetição por Contagem,5,1
966,Laboratório de Codificação 06 – Estrutura de Programação de Repetição por Contagem,10,1
967,Laboratório de Codificação 06 – Estrutura de Programação de Repetição por Contagem,10,1
968,Trabalho sobre Triggers,1,1
969,Pilhas e Filas em vetor,2,1
970,Trabalho Prático 06 – Repetição por contagem,3,3
971,Laboratório de Codificação 06 – Estrutura de Programação de Repetição por Contagem,10,1
972,Exercícios de Desafio 6: Repetição por Contagem,5,1
973,Trabalho Prático 06 – Repetição por contagem,2,3
974,Trabalho Prático 06 – Repetição por contagem,2,3
975,Laboratório de Codificação 07 – Matrizes,10,1
976,Exercícios de Desafio 7: Matrizes,3,0
977,Laboratório de Codificação 07 – Matrizes,10,1
978,Exercícios de Desafio 7: Matrizes,3,0
979,Trabalho Prático 06 – Repetição por contagem,3,3
980,Trabalho Prático 06 – Repetição por contagem,3,3
981,Laboratório de Codificação 07 – Matrizes,10,1
982,Exercícios de Desafio 7: Matrizes,3,1
983,Laboratório de Codificação 07 – Matrizes,10,1
984,Laboratório de Codificação 07 – Matrizes,10,1
985,Exercícios de Desafio 7: Matrizes,3,0
986,Lista de Exercícios - Recursão e Introducao OO,5,1
987,Trabalho Prático 07: Matrizes,3,3
988,Quarta Prova Pratica de IP - 2017-2 ,5,1
989,Prova Final de IP,5,1
990,Laboratorio Listas,4,1
991,Trabalho Prático 07 - Matrizes,3,3
992,Trabalho Prático 07: Matrizes- Cancelado,2,0
993,Trabalho Prático 07: Matrizes,2,3
994,Trabalho Prático 07: Matrizes,2,3
995,Trabalho Prático 07 - Matrizes (Sub),2,1
996,Prova final,4,1
997,Substitutiva para ausencia com atestado,3,1
998,Trabalho Prático 07 - Matrizes,3,3
999,Prova final,4,0
1000,Prova Final,3,0
1001,Prova Final,2,0
1002,Prova Final,2,0
1003,Prova Final,2,0
1004,Prova Final - Segunda chamada,2,1
1005,Trabalho Prático 5: Vetores e Strings,3,1
1006,Trabalho Prático 06 – Repetição por contagem,3,1
1007,BANCO 0 - TESTES,2,1
1008,Primeira Lista de Exercícios em Haskell,21,1
1009,Laboratório 02 - Estrutura Condicional,4,1
1010,Lab 0 – Primeiros passos com o Python,14,1
1011,Lab 0 – Primeiros passos com o Python,14,1
1012,LAB 0 – Primeiros passos com o Python,14,0
1013,Lab 0 – Primeiros passos com o Python,14,0
1014,Lab de Codificação 0 – Primeiros passos com Python,14,0
1015,Laboratório de Codificação 0 – Primeiros passos,14,0
1016,Lab 0 – Primeiros passos com o Python,14,0
1017,Lab 0 – Primeiros passos com o Python,14,0
1018,Lab 0 – Primeiros passos com o Python,14,0
1019,Lab 0 – Primeiros passos com o Python,14,0
1020,Primeiro Trabalho - 09/03/2018 (Aquecimento),4,1
1021,Lab. de Cod. 0 – Primeiros passos com o Python,14,0
1022,Lab 01 – Variáveis e Estrutura Sequencial,13,1
1023,Lab 01 – Variáveis e Estrutura Sequencial,12,1
1024,Lab 01 – Variáveis e Estrutura Sequencial,12,1
1025,Lab 01 – Variáveis e Estrutura Sequencial,12,1
1026,Lab 01 – Variáveis e Estrutura Sequencial,12,1
1028,Lab 1 - Variáveis e Estrutura Sequencial,12,1
1029,LAB 01–Variáveis e Estrutura Sequencial,12,1
1030,Lab 01 – Variáveis e Estrutura Sequencial,12,1
1031,Lab01 – Variáveis e Estrutura Sequencial,12,1
1032,Desafios 1 - Estrutura Sequencial e Variáveis -19,12,1
1033,Lab 01 – Variáveis e Estrutura Sequencial de Prog,12,1
1034,Lab 1 - Variáveis e Estrutura Sequencial,12,1
1035,Lab 1 - Variáveis e Estrutura Sequencial,12,1
1036,Segundo Trabalho - 16/03/2018 (Recursividade),12,1
1037,Laboratório de Codificação 01,12,1
1038,Lab 1 - Variáveis e Estrutura Sequencial,12,1
1039,Lab 01 – Variáveis e Est. Seq. de Programação,12,1
1040,Lab de Codificação 01 – Variáveis e Estrutura Seq.,12,1
1041,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1042,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1043,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1044,Lab 1 - Variáveis e Estrutura Sequencial,12,1
1045,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1046,Aval. 01 - Variáveis e Estrutura Sequencial,3,1
1047,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1048,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1049,Terceiro Trabalho - 23/03/2018 (ponteiros),1,1
1050,Quarto Trabalho - 06/04/2018 (ordenação),4,1
1051,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1052,TP01 - Variáveis e Estrutura Sequencial,3,1
1053,TP1 - Variáveis e Estrutura Sequencial,3,1
1054,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1055,TP. 01 - Variáveis e Estrutura Sequencial,2,1
1056,TP 1 - Variáveis e Estrutura Sequencial,3,1
1057,TP01 - Variáveis e Estrutura Sequencial,3,1
1058,TP01 - Variáveis e Estrutura Sequencial,3,1
1059,TP01 - Variáveis e Estrutura Sequencial,2,1
1060,TP01 - Variáveis e Estrutura Sequencial,2,1
1061,TP. 01 - Variáveis e Estrutura Sequencial,2,1
1062,TP01 - Variáveis e Estrutura Sequencial,2,1
1063,TP01 - Variáveis e Estrutura Sequencial,2,1
1064,TP01 - Variáveis e Estrutura Sequencial,2,1
1065,Problema do macaco e da banana,1,1
1066,TP01 - Variáveis e Estrutura Sequencial,2,1
1067,Lab 2 – Estrutura Condicional Simples,10,1
1068,Desafios 2 - Estruturas Condicionais,6,1
1069,TP 1 - Variáveis e Estrutura Sequencial,2,1
1070,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1071,TP. 01 - Variáveis e Estrutura Sequencial,2,1
1072,Lab 2 – Estrutura Condicional Simples,10,1
1073,Desafios 2 - Estruturas Condicionais,6,0
1074,Desafios 2 - Estruturas Condicionais,6,0
1075,Lab 2 – Estrutura Condicional Simples,10,1
1076,Lab 2 – Estrutura Condicional Simples,10,1
1077,Desafios 2 - Estruturas Condicionais,6,0
1078,Lab 2 – Estrutura Condicional Simples,10,1
1079,Lab 2 – Estrutura Condicional Simples,10,1
1080,Desafios 2 - Estruturas Condicionais,6,0
1081,LAB 03 – Estrutura de Prog. Condicional Encadeada,9,1
1082,LAB 02 – Estrutura de Prog. Condicional Composta,7,1
1083,Lab 2 – Estrutura Condicional Simples,10,1
1084,LAB 02 – Estrutura Condicional Simples,10,1
1085,Desafios 2 - Estruturas Condicionais,6,0
1086,Lab 2 – Estrutura Condicional Simples,10,1
1087,Lab 2 – Estrutura Condicional Simples,10,1
1088,Desafios 2 - Estruturas Condicionais,6,0
1089,Desafios 2 - Estruturas Condicionais,6,0
1091,TP 2 - Condicional Simples e Composta (if/else),3,1
1092,Desafios 2 - Estruturas Condicionais,6,0
1093,TP02 - Estrutura Condicional Simples,3,1
1094,TP 2,3,1
1095,TP 2 - Condicionais compostos (if/else),3,1
1096,TP 2 - Condicionais simples (if/else),3,1
1097,TP 2 - Condicionais compostos (if/else),3,1
1098,TP02 - Condicionais simples (if/else),2,1
1099,TP 02 – Estrutura Condicional Composta,2,1
1100,TP 2 - Condicionais compostos (if/else),3,1
1101,Quinto Trabalho - 13/04/2018 (ordenação),1,1
1102,Domino simplificado com algumas heurísticas,6,1
1103,Sexto Trabalho - 20/04/2018 (Tabelas Hash),3,1
1104,TP02 – Estrutura Condicional Composta,2,1
1105,TP02 – Estrutura Condicional Composta,2,1
1106,TP 02 - Condicionais simples (if/else),3,1
1107,Segunda Lista de Exercícios,15,1
1108,Lab 3 – Condicionais Encadeados (if/elif),12,1
1109,TP 2 - Condicionais simples (if/else),2,1
1110,Extra 3 - Condicionais Encadeados (if/elif),12,1
1111,TP 2 - Condicionais compostos (if/else),3,1
1112,TP. 02 - Condicionais compostos (if/else),3,1
1113,Desafios 3 - Condicionais Encadeados (if/elif),6,1
1114,Lab 3 – Condicionais Encadeados (if/elif/else),9,1
1115,Lab 3 – Condicionais Encadeados (if/elif/else),9,1
1116,Desafios 3 - Condicionais Encadeados (if/elif),6,1
1117,Lab 3 – Condicionais Encadeados (if/elif/else),9,1
1118,Lab 3 – Condicionais Encadeados (if/elif),12,1
1119,Lab 3 – Condicionais Encadeados (if/elif),12,1
1120,Lab 3 – Condicionais Encadeados (if/elif),12,1
1121,Lab 3 – Condicionais Encadeados (if/elif),12,1
1122,Lab 3 – Condicionais Encadeados (if/elif),12,1
1123,Extra 3 - Condicionais Encadeados (if/elif),12,0
1124,Desafios 3 - Condicionais Encadeados (if/elif),12,0
1125,Desafios 2 - Estruturas Condicionais,6,0
1126,Desafios 3 - Condicionais Encadeados (if/elif),12,0
1127,Desafios 3 - Condicionais Encadeados (if/elif),12,0
1128,Lab 3 – Condicionais Encadeados (if/elif),12,1
1129,LAB 03 – Condicionais Encadeados (if/elif),12,1
1130,Desafios 3 - Condicionais Encadeados (if/elif),12,0
1131,Lab 3 – Condicionais Encadeados (if/elif),12,1
1132,Desafios 3 - Condicionais Encadeados (if/elif),12,0
1133,Lab 3 – Condicionais Encadeados (if/elif),12,1
1134,Desafios 3 - Condicionais Encadeados (if/elif),12,0
1135,Lab 3 – Condicionais Encadeados (if/elif),12,1
1136,Desafios 3 - Condicionais Encadeados (if/elif),12,0
1137,Desafios 3 - Condicionais Encadeados (if/elif),12,0
1138,TP 3 – Condicionais Encadeadas (if/elif),1,1
1139,Primeiro Treino do CodeBench,6,1
1140,Exercícios,9,1
1141,Lista de Exercicios - Vetores e Matrizes,9,1
1142,TP 3 – Condicionais Encadeadas (if/elif),3,1
1143,Sétimo Trabalho - 27/04/2018 (backtracking),3,1
1144,TP 3 – Condicionais Encadeadas (if/elif),3,1
1145,TP 3 – Condicionais Encadeadas (if/elif),3,2
1146,TP 3 – Condicionais Encadeadas (if/elif),3,2
1147,TP 3 – Condicionais Encadeadas (if/elif),3,2
1148,TP03 – Condicionais Encadeadas (if/elif),2,2
1149,TP 3 – Condicionais Encadeadas (if/elif),2,2
1150,TP 3 – Condicionais Encadeadas (if/elif),2,2
1151,TP 3 – Condicionais Encadeadas (if/elif),3,2
1152,TP 03 – Condicionais Encadeadas (if/elif),3,2
1153,Lab 4 – Repetição por Condição (while),12,1
1154,TP 3 - Condicionais Encadeadas (if/elif),3,2
1155,LAB 04 – Repetição por Condição,12,1
1156,Lab 4 – Repetição por Condição (while),12,1
1157,Lab 4 – Repetição por Condição (while),12,1
1158,Lab 4 – Repetição por Condição (while),12,1
1159,Lab 4 – Repetição por Condição (while),12,1
1160,Oitavo Trabalho - 04/05/2018 (redes de Petri),1,1
1161,Lab 4 – Repetição por Condição (while),12,1
1162,Lab 4 – Repetição por Condição (while),12,1
1163,Terceira Lista sobre Algoritmos,14,1
1164,Lista para Aquecimento da Linguagem Python!,11,0
1165,Lab 4 – Repetição por Condição (while),12,1
1166,Desafio 04 - Estrutura de Repetição por Condição,8,1
1167,Desafios 4 – Repetição por Condição (while),12,1
1168,Desafios 4 – Repetição por Condição (while),8,1
1169,Lab 4 – Repetição por Condição (while),12,1
1170,Desafios 04 – Repetição por Condição (while),12,0
1171,Desafios 4 – Repetição por Condição (while),12,0
1172,Desafios 4 – Repetição por Condição (while),12,0
1173,Desafios 4 – Repetição por Condição (while),12,0
1174,Desafios 4 – Repetição por Condição (while),12,0
1175,Desafios 4 – Repetição por Condição (while),12,0
1176,Desafios 4 – Repetição por Condição (while),12,0
1177,Nono Trabalho - 11/05/2018 (Expressões Regulares),10,1
1178,Nono Trabalho - 11/05/2018 (Exp Regular)(Python),10,1
1180,TP 4: Estrutura de Repetição por Condição (while),3,1
1181,TP 4: Estrutura de Repetição por Condição (while),2,2
1182,TP 04 - Estrutura de Repetição (while),3,2
1183,TP 4: Estrutura de Repetição por Condição (while),3,2
1184,TP 4: Estrutura de Repetição por Condição (while),3,2
1186,Desafios 4 – Repetição por Condição (while),12,0
1187,TP 4: Estrutura de Repetição por Condição (while),3,2
1188,TP 4: Estrutura de Repetição por Condição (while),2,2
1189,TP 04: Estrutura de Repetição por Condição (while),3,2
1190,TP 4: Estrutura de Repetição por Condição (while),2,2
1191,Lab 5 – Vetores e Strings,12,1
1192,LAB 05 – Vetores e Strings,11,1
1193,TP 4 - Estrutura de Repetição por Condição (while),3,2
1194,LAB 05 – Vetores e Strings,12,1
1195,Lab 5 – Vetores e Strings,12,1
1196,Décimo Trabalho - 18/05/2018 (busca em matriz),1,1
1197,Lab 5 – Vetores e Strings,12,1
1198,Lab 5 – Vetores e Strings,12,1
1199,Lab 5 – Vetores e Strings,12,1
1200,Lab 5 – Vetores e Strings,12,1
1201,Lab 5 – Vetores e Strings,12,1
1202,Desafios 5 - Vetores e Strings,12,1
1203,Desafios 5 - Vetores e Strings,12,0
1204,Desafios 5 - Vetores e Strings,12,0
1205,Desafios 4 – Repetição por Condição (while),12,0
1206,Desafios 4 – Repetição por Condição (while),12,1
1207,Desafios 5 - Vetores e Strings,12,0
1208,Desafios 5 - Vetores e Strings,12,0
1209,Lab 5 – Vetores e Strings,12,1
1210,Segunda Prova de IP - 2018-2,5,1
1211,Lab 5 – Vetores e Strings,12,1
1212,Desafios 5 - Vetores e Strings,12,0
1213,Desafios 5 - Vetores e Strings,12,1
1214,Desafios 5 - Vetores e Strings,12,0
1215,Desafios 5 - Vetores e Strings,12,0
1216,Desafios 5 - Vetores e Strings,12,0
1217,Décimo Primeiro Trabalho - 25/05/2018 (esparsas),3,1
1218,Quarta Lista de Exercícios,11,1
1219,TP 5: Vetores e Strings,3,1
1220,TP 5: Vetores e Strings,3,3
1221,Desafios 5 - Vetores e Strings,12,1
1222,TP 5 - Vetores e Strings,3,3
1223,Trabalho Prático 05: Vetores e Strings,2,3
1224,TP 5: Vetores e Strings,3,3
1225,TP 5: Vetores e Strings,3,3
1226,Lab 6 – Repetição por Contagem (for),12,1
1227,Exercícios de Desafio 6: Repetição por Contagem,5,1
1228,Lab 6 – Repetição por Contagem (for),12,1
1229,Desafios 6 - Repetição por Contagem (for),12,1
1230,Desafios 6 - Repetição por Contagem (for),12,0
1232,TP 5: Vetores e Strings,3,3
1233,TP 5: Vetores e Strings,2,3
1234,TP 5: Vetores e Strings,2,3
1235,TP 5: Vetores e Strings,2,3
1236,Lab 6 – Repetição por Contagem (for),12,1
1237,Desafios 6 - Repetição por Contagem (for),12,1
1238,Lab 6 – Repetição por Contagem (for),12,1
1239,Desafios 6 - Repetição por Contagem (for),12,0
1240,Lab 6 – Repetição por Contagem (for),12,1
1241,Desafios 6 - Repetição por Contagem (for),12,0
1242,Trabalho Prático 2: Matrizes,2,1
1243,Trabalho Prático 07: Matrizes,3,1
1244,Lab 6 – Repetição por Contagem (for),12,1
1245,Desafios 6 - Repetição por Contagem (for),12,0
1246,Lab 6 – Repetição por Contagem (for),12,1
1247,Trabalho Prático 2: Matrizes,2,1
1248,Lab 6 – Repetição por Contagem (for),12,1
1249,TP 6: Estrutura de Repetição por Contagem (for),3,1
1250,Desafios 6 - Repetição por Contagem (for),12,0
1251,Lab 6 – Repetição por Contagem (for),12,1
1252,Desafios 6 - Repetição por Contagem (for),12,0
1253,Lab 6 – Repetição por Contagem (for),12,1
1254,Desafios 6 - Repetição por Contagem (for),12,0
1255,TP 06 - Estrutura de Repetição por Contagem (for),3,3
1256,Teste de desempenho,3,1
1257,Lab 6 – Repetição por Contagem (for),12,1
1258,TP 6: Estrutura de Repetição por Contagem (for),3,3
1259,Lab 7 – Matrizes,12,1
1260,Lab 7 – Matrizes,10,1
1261,Lab 7 – Matrizes,10,1
1262,TP 06 - Estrutura de Repetição por Contagem (for),2,3
1263,TP 6: Estrutura de Repetição por Contagem (for),3,3
1264,REVISÃO DE LEVE PARA A PROVA 3 DE IP,8,1
1265,Lab 7 – Matrizes,12,1
1266,Lab 7 – Matrizes,12,1
1267,Terceira Prova Prática de IP - 2018 - 1,5,1
1268,TP 6: Estrutura de Repetição por Contagem (for),1,1
1269,TP 6: Estrutura de Repetição por Contagem (for),2,3
1270,TP 6: Estrutura de Repetição por Contagem (for),2,3
1271,Lab 07 - Matrizes,12,1
1272,Lab 7 – Matrizes,12,1
1273,Lab 7 – Matrizes,12,1
1274,Trabalho Prático 1: Vetores,2,1
1275,Trabalho Prático 1: Vetores,2,1
1276,Lab 7 – Matrizes,12,1
1277,Quarta Prova - Algoritmos em Python,4,1
1278,TP 7: Matrizes,3,1
1279,TP 7: Matrizes,3,3
1280,TP 7 - Matrizes,3,3
1281,Prova de Recuperação - 2018-1,5,1
1282,REVISÃO PARA A PROVA DE RECUPERAÇÃO,6,1
1283,Lab 7 – Matrizes,12,1
1284,Desafio 7 -  Matrizes,12,1
1285,Desafio 7 -  Matrizes,12,1
1286,Desafio 7 -  Matrizes,12,0
1288,Desafio 7 -  Matrizes,12,0
1289,Lab 7 – Matrizes,12,1
1290,Desafio 7 -  Matrizes,12,0
1291,Desafio 7 -  Matrizes,12,0
1292,Desafio 7 -  Matrizes,12,0
1293,TP 7: Matrizes,3,3
1294,Desafio 7 -  Matrizes,12,0
1295,Desafio 7 -  Matrizes,12,0
1296,Desafio 7 -  Matrizes,12,1
1297,Prova Final,1,1
